TMDB ID,IMDB ID,TITLE,RELEASED,YEAR,GENRE,RATING,ACTORS,AWARDS,COUNTRY,LANGUAGE,BOX OFFICE
16150,tt0462246,Darkon,11 Mar 2006,2006,"Documentary, Fantasy",6.8,"Skip Lipman, Kenyon Wells, Daniel McArthur, Rebecca Thurmond",1 win & 1 nomination.,USA,English,
39333,tt1407927,180° South,22 Jan 2011,2010,"Documentary, Drama, Sport",7.7,"Yvon Chouinard, Doug Tompkins, Keith Malloy, Alicia Salome Acuna Ika",,USA,"English, Spanish",29084.0
97686,tt1779076,The Jeffrey Dahmer Files,10 Mar 2012,2012,"Documentary, Biography, Crime",6.4,"Andrew Swant, Pamela Bass, Jeffrey Jentzen, Pat Kennedy",2 nominations.,USA,English,
168676,tt2555426,Company of Heroes,26 Feb 2013,2013,"Action, War",5.1,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko",,USA,"English, German",
77987,tt1602613,Only God Forgives,22 May 2013,2013,"Crime, Drama",5.7,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown",13 wins & 20 nominations.,"Denmark, France, USA, Sweden","English, Thai",700000.0
109439,tt1951261,The Hangover Part III,23 May 2013,2013,"Comedy, Crime",5.9,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",2 wins & 6 nominations.,USA,"English, Spanish",112200000.0
82992,tt1905041,Fast & Furious 6,24 May 2013,2013,"Action, Crime, Thriller",7.1,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",8 wins & 21 nominations.,USA,"English, Russian, Spanish, Indonesian, Danish, Cantonese",238700000.0
116711,tt0848537,Epic,24 May 2013,2013,"Animation, Adventure, Family",6.7,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy",2 wins & 21 nominations.,USA,English,107515297.0
54120,tt0455913,Bastards of the Party,22 Apr 2005,2005,Documentary,8.2,"Daryl Gates, Fred Hampton, Joe Hicks, Ericka Huggins",2 nominations.,USA,English,
44546,tt0290230,Lathe of Heaven,08 Sep 2002,2002,Sci-Fi,5.9,"James Caan, Lukas Haas, Lisa Bonet, David Strathairn",1 nomination.,"Canada, USA",English,
55657,tt0430650,"Surrender, Dorothy",01 Jan 2006,2006,Drama,5.5,"Diane Keaton, Tom Everett Scott, Alexa Davalos, Lauren German",2 nominations.,USA,English,
28424,tt0896031,The Loss of a Teardrop Diamond,10 Oct 2009,2008,"Drama, Romance",5.9,"Bryce Dallas Howard, Chris Evans, Will Patton, Ann-Margret",1 nomination.,USA,English,94513.0
100493,tt2204379,The Devil's Carnival,30 Mar 2012,2012,"Horror, Musical",6.5,"Sean Patrick Flanery, Briana Evigan, Jessica Lowndes, Terrance Zdunich",1 nomination.,USA,English,
121986,tt2347569,Frances Ha,23 Aug 2013,2012,"Comedy, Drama, Romance",7.4,"Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver",Nominated for 1 Golden Globe. Another 1 win & 43 nominations.,"USA, Brazil",English,3900000.0
104755,tt1731697,The Lords of Salem,18 Apr 2013,2012,"Horror, Thriller",5.1,"Sheri Moon Zombie, Bruce Davison, Jeff Daniel Phillips, Judy Geeson",1 win & 3 nominations.,"USA, UK, Canada",English,1000000.0
94841,tt1789724,Cell Count,16 Dec 2015,2012,"Horror, Sci-Fi, Thriller",3.7,"Robert McKeehen, Haley Talbot, Christopher Toyne, Laura Duyn",,USA,English,
119675,tt1291580,Behind the Candelabra,07 Jun 2013,2013,"Biography, Drama, Romance",7.0,"Matt Damon, Scott Bakula, Eric Zuckerman, Eddie Jemison",Won 2 Golden Globes. Another 41 wins & 48 nominations.,USA,English,1631647.0
130824,tt0262240,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,12 Dec 2001,2000,"Documentary, Biography",8.5,"Jonas Mekas, Jane Brakhage, Stan Brakhage, Robert Breer",,USA,English,
60152,tt1594921,L.A. Zombie,07 Oct 2010,2010,"Adult, Horror",3.6,"François Sagat, Rocco Giovanni, Wolf Hudson, Eddie Diaz",1 win & 1 nomination.,"USA, Germany",English,
39193,tt0204322,Firecracker,11 Oct 2005,2005,"Crime, Drama, Mystery",5.6,"Karen Black, Mike Patton, Susan Traylor, Kathleen Wilhoite",5 wins & 1 nomination.,USA,English,
293552,tt0230010,At the River I Stand,,1993,Documentary,8.7,Paul Winfield,1 win.,USA,English,
106263,tt0109167,Attack of the 5 Ft. 2 Women,21 Aug 1994,1994,Comedy,4.4,"Julie Brown, Newell Alexander, Lisa Arch, Celia J. Arden",2 nominations.,USA,English,
108235,tt1743378,Finding a Family,15 Oct 2011,2011,Drama,7.1,"Kim Delaney, Jared Abrahamson, Sarah-Jane Redmond, Paul McGillion",,USA,English,
86843,tt1091863,With Great Power: The Stan Lee Story,,2010,"Documentary, Biography",7.1,"Avi Arad, Sean Astin, Dick Ayers, Kenneth Branagh",1 nomination.,USA,English,
123103,tt1780762,Aftershock,12 Jun 2014,2012,"Action, Adventure, Horror",4.8,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko",3 nominations.,"USA, Chile","Spanish, English",40179.0
176182,tt2414454,The Human Scale,21 Feb 2013,2012,"Documentary, News",7.3,"Jan Gehl, Rob Adams, Robert Doyle, Lars Gemzøe",4 nominations.,"Denmark, Bangladesh, China, New Zealand, USA",English,
90873,tt1723126,Last Days Here,29 Apr 2011,2011,"Documentary, Music",7.5,"Phil Anselmo, Bobby Liebling, Sean Pelletier",4 nominations.,USA,English,6695.0
82700,tt1815862,After Earth,31 May 2013,2013,"Action, Adventure, Sci-Fi",4.9,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",3 wins & 8 nominations.,USA,English,60522097.0
111172,tt1341718,Fairhaven,11 Jan 2013,2012,"Comedy, Drama",5.2,"Sarah Paulson, Chris Messina, Rich Sommer, Alexie Gilmore",,USA,English,
75656,tt1670345,Now You See Me,31 May 2013,2013,"Crime, Mystery, Thriller",7.3,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher",1 win & 3 nominations.,"USA, France","English, French",117698894.0
77805,tt1426329,Lovelace,08 Aug 2013,2013,"Biography, Drama",6.2,"Amanda Seyfried, Peter Sarsgaard, Sharon Stone, Robert Patrick",1 win & 3 nominations.,USA,English,300000.0
160758,tt1155588,A Dangerous Place,24 Mar 2012,2012,Thriller,2.9,"Kristen Dalton, Sal Rendino, Kevin Interdonato, Nicole Haddad",3 wins & 1 nomination.,USA,English,
54894,tt0455980,Modify,22 Apr 2005,2005,Documentary,7.2,"Gary Alter, Daryl Bear Belmares, Corey Busboom, Tim Cridland",,USA,English,
22911,tt1015246,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,14 May 2007,2007,"Documentary, History, War",8.0,"Spiro Agnew, Christiane Amanpour, Peter Arnett, Wolf Blitzer",,USA,English,
194121,tt1863201,Dark Circles,21 May 2013,2013,Horror,5.1,"Brett Beoubay, Ashley Braud, Philippe Brenninkmeyer, Rebecca Collins",,USA,English,
184125,tt2368553,Assault on Wall Street,30 Jul 2013,2013,"Action, Crime, Thriller",6.1,"Dominic Purcell, Erin Karpluk, Edward Furlong, John Heard",1 win.,"Canada, USA",English,
103970,tt1706365,Feeding Frenzy,,2010,"Comedy, Horror",6.9,"Ron Lipski, Gillian Bellinger, Rich Evans, Mike Stoklasa",,USA,English,
94326,tt1446673,All In: The Poker Movie,11 Jun 2009,2009,Documentary,6.7,"Karen Abbott, Peter Alson, Nick Brancato, Humberto Brenes",1 win.,USA,English,
43938,tt1619037,Nice Guy Johnny,23 Apr 2010,2010,"Comedy, Romance",6.3,"Max Baker, Kerry Bishé, Edward Burns, Matt Bush",1 win & 1 nomination.,USA,English,
85431,tt1261954,Take Me Home,04 Oct 2013,2011,"Comedy, Romance",6.9,"Amber Jaeger, Sam Jaeger, Victor Garber, Cristine Rose",4 wins.,USA,English,15374.0
97609,tt2014346,Somebody Up There Likes Me,08 Mar 2013,2012,"Comedy, Romance",5.8,"Nick Offerman, Keith Poulson, Jess Weixler, Stephanie Hunt",1 win & 2 nominations.,USA,English,76159.0
176339,tt2284766,Mary and Martha,20 Apr 2013,2013,Drama,6.8,"Hilary Swank, Brenda Blethyn, Sam Claflin, Frank Grillo",1 nomination.,"UK, USA",English,
92620,tt0213565,The Color of Friendship,05 Feb 2000,2000,"Biography, Drama, Family",7.4,"Lindsey Haun, Shadia Simmons, Carl Lumbly, Penny Johnson Jerald",Won 1 Primetime Emmy. Another 4 wins & 3 nominations.,"Canada, USA",English,
147773,tt1727388,The Way Way Back,26 Jul 2013,2013,"Comedy, Drama",7.4,"Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",5 wins & 30 nominations.,USA,English,21501098.0
183672,tt0429245,Whole,12 Jun 2003,2003,Documentary,6.8,Michael First,,"UK, USA",English,
91739,tt2094064,Much Ado About Nothing,14 Jun 2013,2012,"Comedy, Drama, Romance",7.2,"Amy Acker, Alexis Denisof, Nathan Fillion, Clark Gregg",1 win & 7 nominations.,USA,English,4200000.0
105526,tt2066176,Any Day Now,06 Sep 2013,2012,Drama,7.5,"Alan Cumming, Garret Dillahunt, Isaac Leyva, Frances Fisher",11 wins & 7 nominations.,USA,English,200002.0
49521,tt0770828,Man of Steel,14 Jun 2013,2013,"Action, Adventure, Fantasy",7.1,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",7 wins & 45 nominations.,"USA, Canada, UK",English,291021565.0
156700,tt2179116,The Kings of Summer,23 Aug 2013,2013,"Adventure, Comedy, Drama",7.2,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",3 wins & 6 nominations.,USA,English,1300000.0
87567,tt1931435,The Big Wedding,26 Apr 2013,2013,"Comedy, Drama, Romance",5.6,"Robert De Niro, Katherine Heigl, Diane Keaton, Amanda Seyfried",2 nominations.,USA,"English, Spanish, Chinese, Latin",21500000.0
121446,tt2310157,Birders: The Central Park Effect,11 Mar 2012,2012,Documentary,7.4,"Regina Alvarez, Anya Auerbach, Mike Bryant, David Burg",2 nominations.,USA,English,
144481,tt2148554,41,01 Jun 2012,2012,Documentary,6.4,"George Bush, Barbara Bush, Laura Bush, Bill Clinton",,USA,English,
158015,tt2184339,The Purge,07 Jun 2013,2013,"Horror, Sci-Fi, Thriller",5.7,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",1 win & 6 nominations.,"USA, France",English,64400000.0
182499,tt0107666,The Neighbor,03 Nov 1993,1993,"Thriller, Horror",5.5,"Rod Steiger, Linda Kozlowski, Ron Lea, Benjamin Shirinian",,"USA, Canada",English,
79201,tt1785389,God Bless Ozzy Osbourne,16 Sep 2011,2011,"Documentary, Biography, Music",7.5,"Blasko, Brandon Boyd, Mike Brodin, Geezer Butler",1 nomination.,USA,English,
121677,tt2032557,The Reluctant Fundamentalist,03 May 2013,2012,"Drama, Thriller",6.9,"Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland",3 wins.,"USA, UK, Qatar","English, Urdu",519535.0
174188,tt1879032,Rapture-Palooza,13 Jun 2013,2013,"Comedy, Fantasy",5.2,"Craig Robinson, Anna Kendrick, John Francis Daley, Rob Corddry",,USA,English,
97562,tt1763270,100 Years of Evil,19 May 2012,2010,"Adventure, Comedy, History",4.7,"Jon Rekdal, Jordi Almeida, Alexander Bareis, Tobias Bengtsson",,"Sweden, USA",English,
159014,tt2396566,20 Feet from Stardom,26 Jul 2013,2013,"Documentary, Music",7.4,"Lou Adler, Stephanie 'Stevvi' Alexander, Patti Austin, Chris Botti",Won 1 Oscar. Another 20 wins & 25 nominations.,USA,English,4946250.0
25111,tt0099546,Far Out Man,11 May 1990,1990,Comedy,5.0,"Tommy Chong, C. Thomas Howell, Rae Dawn Chong, Shelby Chong",1 nomination.,USA,English,
194099,tt1341764,Out Late,25 Oct 2011,2008,Documentary,7.1,"Leanna Bradley, Cathy Jambrosic, Walter Rothenburger, Ken Rusk",,USA,English,
91334,tt1773294,Bad Blood: A Cautionary Tale,28 Jul 2010,2010,Documentary,8.4,,,USA,English,
105965,tt2224075,Beverly Hills Chihuahua 3: Viva La Fiesta!,18 Sep 2012,2012,"Adventure, Comedy, Family",4.7,"Marcus Coloma, Erin Cahill, Cedric Yarbrough, Frances Fisher",,USA,English,
39279,tt1295053,AM1200,03 Oct 2008,2008,"Short, Horror",7.1,"Eric Lange, John Billingsley, Ray Wise, Stephanie Venditto",2 wins & 1 nomination.,USA,English,
250625,tt0882113,Looking for Palladin,30 Oct 2009,2008,Comedy,5.7,"Ben Gazzara, David Moscow, Talia Shire, Pedro Armendáriz Jr.",1 win.,USA,English,
96936,tt2132285,The Bling Ring,21 Jun 2013,2013,"Biography, Crime, Drama",5.6,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",4 wins & 6 nominations.,"USA, UK, France, Germany, Japan",English,5500000.0
62211,tt1453405,Monsters University,21 Jun 2013,2013,"Animation, Adventure, Comedy",7.3,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,USA,English,260300000.0
88057,tt1516002,A Beginner's Guide to Endings,01 Apr 2011,2010,"Comedy, Drama",6.4,"Tricia Helfer, J.K. Simmons, Scott Caan, Harvey Keitel",3 wins & 1 nomination.,"Canada, USA",English,
96599,tt1734433,Eden,19 Jul 2013,2012,"Crime, Drama",6.7,"Jamie Chung, Beau Bridges, Matt O'Leary, Eddie Martinez",9 wins & 4 nominations.,USA,"English, Chinese, Spanish",
84198,tt1736049,A Place at the Table,01 Mar 2013,2012,Documentary,6.9,"Adam Appelhanz, David Beckmann, Joel Berg, William Booker",1 win & 2 nominations.,USA,English,230522.0
201485,tt1698651,American Idiots,18 Jun 2013,2013,"Comedy, Romance",2.2,"Jeffrey T. Schoettlin, Sean Muramatsu, Caroline D'Amore, Nick Faltas",,USA,English,
103620,tt2103217,Maniac,02 Jan 2013,2012,"Horror, Thriller",6.1,"Nora Arnezeder, Brian Ames, America Olivo, Genevieve Alexandra",4 wins & 5 nominations.,"France, USA",English,20551.0
108726,tt2104837,Death Watch,07 Nov 2013,2013,"Action, Thriller",4.7,"Ben Kingsley, Ben Cross, Patrick Rutnam, Frederick-James Koch",1 win.,"Sri Lanka, USA",English,
68726,tt1663662,Pacific Rim,12 Jul 2013,2013,"Action, Adventure, Sci-Fi",7.0,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi",Nominated for 1 BAFTA Film Award. Another 6 wins & 46 nominations.,USA,"English, Japanese, Cantonese, Mandarin",101785482.0
177271,tt2465238,Lego Batman: The Movie - DC Super Heroes Unite,21 May 2013,2013,"Animation, Action, Adventure",6.6,"Clancy Brown, Troy Baker, Christopher Corey Smith, Charlie Schlatter",,"USA, UK, Denmark",English,
138907,tt1822302,Sassy Pants,26 Oct 2012,2012,"Comedy, Drama",6.2,"Anna Gunn, Ashley Rickards, Martin Spanjers, Drew Droege",3 nominations.,USA,English,
72190,tt0816711,World War Z,21 Jun 2013,2013,"Action, Adventure, Horror",7.0,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",3 wins & 24 nominations.,USA,"English, Spanish, Hebrew, Arabic",202351611.0
68724,tt1535108,Elysium,09 Aug 2013,2013,"Action, Drama, Sci-Fi",6.6,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",1 win & 10 nominations.,USA,"English, Spanish, French, Afrikaans, Ukrainian",90800000.0
159004,tt2532528,Dirty Wars,18 Oct 2013,2013,"Documentary, Crime, Drama",7.5,"Nasser Al Aulaqi, Saleha Al Aulaqi, Muqbal Al Kazemi, Abdul Rahman Barman",Nominated for 1 Oscar. Another 10 wins & 6 nominations.,USA,"English, Pushto, Somali, Dari, Arabic",365604.0
82134,tt0385013,The Reality of Love,18 Jan 2004,2004,Comedy,6.2,"Jason Priestley, Bradley Cooper, Emma Caulfield, Mark L. Walberg",,"Canada, USA",English,
41586,tt0177876,K-911,12 Dec 1999,1999,"Action, Comedy, Crime",5.6,"Jim Belushi, Christine Tucci, James Handy, Wade Williams",,USA,English,
126337,tt1758610,Unconditional,21 Sep 2012,2012,Drama,7.2,"Lynn Collins, Michael Ealy, Bruce McGill, Kwesi Boakye",1 nomination.,USA,English,879605.0
159154,tt1824254,We Steal Secrets: The Story of WikiLeaks,11 Jul 2013,2013,Documentary,6.9,"John 'FuzzFace' McMahon, Alex Gibney, Julian Assange, Robert Manne",Nominated for 1 BAFTA Film Award. Another 3 wins & 8 nominations.,USA,English,158932.0
127373,tt1932767,What Maisie Knew,03 May 2013,2012,Drama,7.5,"Julianne Moore, Steve Coogan, Alexander Skarsgård, Joanna Vanderham",3 wins & 8 nominations.,USA,English,1000000.0
31221,tt1290472,Dragon Hunter,28 Jul 2009,2009,"Action, Adventure, Fantasy",3.6,"Erik Denton, Maclain Nelson, Slate Holmgren, Jake Suazo",,USA,English,
106049,tt2091398,The Revisionaries,21 Apr 2012,2012,"Documentary, History, News",7.0,"Don McLeroy, Kathy Miller, Jonathan Saenz, Stephanie Klenzendorf",2 wins & 1 nomination.,USA,English,21731.0
130358,tt2375255,Liz & Dick,25 Nov 2012,2012,"Biography, Drama",4.1,"Lindsay Lohan, Grant Bowler, Theresa Russell, David Hunt",Nominated for 2 Primetime Emmys. Another 1 win.,USA,English,
174772,tt2051879,Europa Report,27 Jun 2013,2013,"Drama, Mystery, Sci-Fi",6.5,"Daniel Wu, Sharlto Copley, Christian Camargo, Karolina Wydra",1 win & 2 nominations.,USA,"English, Russian, Chinese",125475.0
179826,tt1767354,Odd Thomas,28 Feb 2014,2013,"Comedy, Fantasy, Horror",6.9,"Anton Yelchin, Ashley Sommers, Leonor Varela, Matthew Page",,USA,English,
101449,tt2273321,Jim Gaffigan: Mr. Universe,11 Apr 2012,2012,Comedy,7.8,Jim Gaffigan,,USA,English,
93456,tt1690953,Despicable Me 2,03 Jul 2013,2013,"Animation, Adventure, Comedy",7.4,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",Nominated for 2 Oscars. Another 12 wins & 65 nominations.,USA,"English, Ukrainian",368049635.0
117251,tt2334879,White House Down,28 Jun 2013,2013,"Action, Drama, Thriller",6.4,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke",3 wins & 9 nominations.,USA,English,73103784.0
107985,tt1213663,The World's End,23 Aug 2013,2013,"Action, Comedy, Sci-Fi",7.0,"Thomas Law, Zachary Bailess, Jasper Levine, James Tarpey",5 wins & 22 nominations.,"UK, USA, Japan",English,33408732.0
136418,tt1893256,Redemption,28 Jun 2013,2013,"Action, Crime, Drama",6.2,"Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong",,"UK, USA","English, Polish, Cantonese, Italian, English",23595.0
136795,tt2404463,The Heat,28 Jun 2013,2013,"Action, Comedy, Crime",6.6,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Marlon Wayans",7 wins & 16 nominations.,USA,"English, Spanish, Bulgarian",158300000.0
57201,tt1210819,The Lone Ranger,03 Jul 2013,2013,"Action, Adventure, Western",6.5,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",Nominated for 2 Oscars. Another 4 wins & 17 nominations.,USA,"English, North American Indian",89289910.0
31460,tt0262571,Life Without Dick,05 Feb 2002,2002,"Comedy, Crime, Romance",3.9,"Sarah Jessica Parker, Harry Connick Jr., Johnny Knoxville, Craig Ferguson",,USA,English,
72140,tt0950740,A Grandpa for Christmas,24 Nov 2007,2007,"Comedy, Drama",7.0,"Ernest Borgnine, Katherine Helmond, Juliette Goglia, Richard Libertini",,USA,English,
35381,tt0218127,Crossfire Trail,21 Jan 2001,2001,"Action, Western",7.1,"Tom Selleck, Virginia Madsen, Wilford Brimley, David O'Hara",1 win.,USA,"English, Sioux",
81167,tt2397619,Woody Allen: A Documentary,30 May 2012,2012,"Documentary, Biography",7.7,"Woody Allen, Letty Aronson, Marshall Brickman, Josh Brolin",,USA,English,
29751,tt1265589,Batman Unmasked,16 Jul 2008,2008,Documentary,7.3,"Robert Clotworthy, Paul Levitz, Robin S. Rosenberg, Cary A. Friedman",,USA,English,
44909,tt0097429,Ghoulies Go to College,18 Sep 1991,1991,"Comedy, Fantasy, Horror",3.6,"Evan MacKenzie, Kevin McCarthy, Eva LaRue, John R. Johnston",,USA,English,
30654,tt0109895,Ghoulies IV,17 Aug 1994,1994,"Comedy, Fantasy, Horror",2.5,"Peter Liapis, Barbara Alyn Woods, Stacie Randall, Raquel Krelle",,USA,English,
38429,tt0933877,Alive Day Memories: Home from Iraq,09 Sep 2007,2007,Documentary,8.2,"James Gandolfini, Dexter Pitts",Nominated for 3 Primetime Emmys. Another 3 nominations.,USA,English,
124071,tt1276962,How to Make Money Selling Drugs,26 Dec 2013,2012,"Documentary, Crime",7.7,"Susan Sarandon, Woody Harrelson, Eminem, 50 Cent",3 wins.,USA,English,15285.0
24935,tt0411805,Return of the Living Dead: Necropolis,23 Mar 2006,2005,"Comedy, Horror, Sci-Fi",3.2,"Aimee-Lynn Chadwick, Cory Hardrict, John Keefe, Jana Kramer",,USA,English,
159117,tt2450186,V/H/S/2,06 Jun 2013,2013,"Horror, Thriller",6.1,"Lawrence Michael Levine, Kelsy Abbott, L.C. Holt, Simon Barrett",1 win & 6 nominations.,"USA, Canada, Indonesia","English, Indonesian",16742.0
24939,tt0411806,Return of the Living Dead: Rave to the Grave,31 Aug 2006,2005,"Comedy, Horror, Sci-Fi",3.2,"Aimee-Lynn Chadwick, Cory Hardrict, John Keefe, Jenny Mollen",,USA,English,
159005,tt2179053,Gideon's Army,21 Jan 2013,2013,Documentary,7.7,,3 wins & 5 nominations.,USA,English,
36796,tt0106258,American Samurai,03 Mar 1993,1992,Action,4.8,"David Bradley, Mark Dacascos, Valarie Trapp, Rex Ryon",,USA,English,
157386,tt1714206,The Spectacular Now,13 Sep 2013,2013,"Comedy, Drama, Romance",7.1,"Miles Teller, Shailene Woodley, Brie Larson, Masam Holden",10 wins & 30 nominations.,USA,English,6851969.0
112200,tt1932718,Thanks for Sharing,14 Sep 2013,2012,"Comedy, Drama",6.4,"Mark Ruffalo, Tim Robbins, Gwyneth Paltrow, Josh Gad",1 nomination.,USA,English,752929.0
157375,tt2265534,The Lifeguard,30 Jul 2013,2013,"Drama, Romance",5.7,"Kristen Bell, Mamie Gummer, Martin Starr, Alex Shaffer",2 nominations.,USA,English,
154779,tt1625092,Ed Hardy: Tattoo the World,09 Oct 2010,2010,"Documentary, Biography",6.8,,,USA,English,
132064,tt1711018,Vile,24 Jul 2012,2011,Horror,5.0,"Eric Jay Beck, April Matson, Akeem Smith, Greg Cipes",,USA,English,
179270,tt1608217,Tell Me and I Will Forget,,2010,"Documentary, Action, Drama",8.2,,,"South Africa, USA, Grenada",English,
45875,tt0117966,Trilogy of Terror II,30 Oct 1996,1996,"Horror, Thriller",5.7,"Lysette Anthony, Geraint Wyn Davies, Matt Clark, Geoffrey Lewis",,"USA, Canada",English,
193346,tt2290151,Big Star: Nothing Can Hurt Me,15 Mar 2012,2012,"Documentary, Music",7.1,"Jon Auer, Chris Bell, Alex Chilton, Rick Clark",,USA,English,105030.0
116340,tt2094155,Dead Man's Burden,03 May 2013,2012,"Drama, Western",5.5,"Barlow Jacobs, Clare Bowen, David Call, Joseph Lyle Taylor",1 win & 2 nominations.,USA,English,29634.0
173210,tt2033981,Downloaded,01 Jul 2013,2013,Documentary,6.8,"Henry Rollins, Cindy Margolis, Noel Gallagher, Mike D",1 nomination.,USA,English,8278.0
157115,tt2620736,Jug Face,08 Jul 2013,2013,"Drama, Horror, Thriller",5.2,"Sean Bridgers, Lauren Ashley Carter, Kaitlin Cullum, Larry Fessenden",1 nomination.,USA,English,
205321,tt2724064,Sharknado,11 Jul 2013,2013,"Comedy, Horror, Sci-Fi",3.3,"Ian Ziering, Tara Reid, John Heard, Cassandra Scerbo",1 win & 2 nominations.,USA,English,
178946,tt2523852,Craig Ferguson: I'm Here to Help,15 Mar 2013,2013,"Documentary, Comedy",7.3,Craig Ferguson,,USA,English,
111969,tt2205697,Stuck in Love,02 May 2013,2012,"Comedy, Drama, Romance",7.3,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",1 win.,USA,English,100000.0
30963,tt0103978,Class Act,05 Jun 1992,1992,Comedy,6.0,"Christopher Reid, Christopher Martin, Andre Rosey Brown, Meshach Taylor",,USA,English,13272113.0
61198,tt1172957,How to Live Forever,01 Oct 2009,2009,Documentary,6.3,"Suzanne Somers, Phyllis Diller, Ray Bradbury, Jack LaLanne",,USA,English,58764.0
404211,tt0138993,ATF,06 Sep 1999,1999,"Action, Crime, Drama",4.5,"Kathy Baker, Amy Brenneman, Vincent Angell, Michael O'Neill",,USA,English,
5898,tt0099173,Brain Dead,19 Jan 1990,1990,"Horror, Mystery, Sci-Fi",6.1,"Bill Pullman, Bill Paxton, Bud Cort, Nicholas Pryor",,USA,English,1627955.0
157354,tt2334649,Fruitvale Station,26 Jul 2013,2013,"Biography, Drama, Romance",7.5,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",39 wins & 53 nominations.,USA,English,11010136.0
64519,tt1354556,Making a Killing: The Untold Story of Psychotropic Drugging,,2008,Documentary,6.5,"Mike Adams, Walter Afield, Frank Bailey, Mary Ann Block",,USA,"English, English",
101609,tt1553156,Pax Americana and the Weaponization of Space,21 Oct 2010,2009,Documentary,7.1,"George W. Bush, Helen Caldicott, Kevin Chilton, Noam Chomsky",,"Canada, France, Kenya, USA",English,
133339,tt0109761,The Surgeon,10 Nov 1995,1995,"Horror, Thriller",4.8,"Isabel Glasser, James Remar, Sean Haberle, Peter Boyle",,"USA, UK, Germany",English,
49524,tt0790736,R.I.P.D.,19 Jul 2013,2013,"Action, Comedy, Fantasy",5.6,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker",,USA,English,33500000.0
41180,tt1625340,The Client List,19 Jul 2010,2010,Drama,5.8,"Jennifer Love Hewitt, Teddy Sears, Sonja Bennett, Lynda Boyd",Nominated for 1 Golden Globe. Another 1 win.,USA,English,
183011,tt2820466,Justice League: The Flashpoint Paradox,30 Jul 2013,2013,"Animation, Action, Adventure",8.1,"Justin Chambers, C. Thomas Howell, Michael B. Jordan, Kevin McKidd",,USA,English,
199420,tt1741243,Pawn Shop Chronicles,18 Jan 2014,2013,"Action, Comedy, Crime",5.9,"Paul Walker, Matt Dillon, Brendan Fraser, Kevin Rankin",,USA,English,4915.0
77663,tt1480295,Killing Season,25 Jul 2013,2013,"Action, Drama, Thriller",5.4,"Robert De Niro, John Travolta, Milo Ventimiglia, Elizabeth Olin",,"USA, Belgium, Bulgaria","English, Serbian",27713.0
138843,tt1457767,The Conjuring,19 Jul 2013,2013,"Horror, Mystery, Thriller",7.5,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",15 wins & 21 nominations.,USA,"English, Latin",137387272.0
54320,tt1541874,Love,07 Sep 2012,2011,"Drama, Music, Sci-Fi",5.6,"Gunner Wright, Corey Richardson, Bradley Horne, Nancy Stelle",2 wins & 1 nomination.,USA,English,
51481,tt1679235,Mean Girls 2,23 Jan 2011,2011,Comedy,4.2,"Meaghan Martin, Donn Lamkin, Linden Ashby, Dan Coleman",1 win & 1 nomination.,USA,English,
23431,tt1085362,An Angel Named Billy,01 Nov 2007,2007,"Drama, Romance",4.0,"Dustin Belt, Richard Lewis Warren, Hank Fields, Kadyr Gutierrez",,USA,English,
172847,tt2012011,Scenic Route,23 Aug 2013,2013,"Drama, Thriller",6.5,"Josh Duhamel, Dan Fogler, Peter Michael Goetz, Christie Burson",1 nomination.,USA,English,
